title,type,text
THOUSAND NIGHTS AND A NIGHT ,Fantasy,-
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Take thought nor hast to win the thing thou wilt; * Have ruth on
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     man for ruth thou may'st require:
THOUSAND NIGHTS AND A NIGHT ,Fantasy,No hand is there but Allah's hand is higher; * No tyrant but
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     shall rue worse tyrant's ire!
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"The THIRD BEHEST is, Learn to be silent in society and let thine"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,own faults distract thine attention from the faults of other men:
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"for it is said:--In silence dwelleth safety, and thereon I have"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,heard the lines that tell us:--
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Reserve's a jewel, Silence safety is; * Whenas thou speakest many"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     a word withhold;
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"For an of Silence thou repent thee once, * Of speech thou shalt"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     repent times manifold.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"The FOURTH BEHEST, O my son, is Beware of wine-bibbing, for wine"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,is the head of all frowardness and a fine solvent of human wits.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"So shun, and again I say, shun mixing strong liquor; for I have"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,heard a poet say [FN#392]:--
THOUSAND NIGHTS AND A NIGHT ,Fantasy,From wine [FN#393] I turn and whoso wine-cups swill; *
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     Becoming one of those who deem it ill:
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Wine driveth man to miss salvation-way, [FN#394] * And opes the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     gateway wide to sins that kill.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"The FIFTH BEHEST, O my son, is Keep thy wealth and it will keep"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,thee; guard thy money and it will guard thee; and waste not thy
THOUSAND NIGHTS AND A NIGHT ,Fantasy,substance lest haply thou come to want and must fare a-begging
THOUSAND NIGHTS AND A NIGHT ,Fantasy,from the meanest of mankind. Save thy dirhams and deem them the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,sovereignest salve for the wounds of the world. And here again I
THOUSAND NIGHTS AND A NIGHT ,Fantasy,have heard that one of the poets said:--
THOUSAND NIGHTS AND A NIGHT ,Fantasy,When fails my wealth no friend will deign befriend: * When
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     wealth abounds all friends their friendship tender:
THOUSAND NIGHTS AND A NIGHT ,Fantasy,How many friends lent aid my wealth to spend; * But friends to
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     lack of wealth no friendship render.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,On this wise Nur al-Din ceased not to counsel his son Badr al-Din
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Hasan till his hour came and, sighing one sobbing sigh, his life"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,went forth. Then the voice of mourning and keening rose high in
THOUSAND NIGHTS AND A NIGHT ,Fantasy,his house and the Sultan and all the grandees grieved for him and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,buried him; but his son ceased not lamenting his loss for two
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"months, during which he never mounted horse, nor attended the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Divan nor presented himself before the Sultan. At last the King,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"being wroth with him, stablished in his stead one of the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Chamberlains and made him Wazir, giving orders to seize and set"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,seals on all Nur al-Din's houses and goods and domains. So the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,new Wazir went forth with a mighty posse of Chamberlains and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"people of the Divan, and watchmen and a host of idlers to do this"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and to seize Badr al-Din Hasan and carry him before the King, who"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,would deal with him as he deemed fit. Now there was among the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"crowd of followers a Mameluke of the deceased Wazir who, when he"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"heard this order, urged his horse and rode at full speed to the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,house of Badr al-Din Hasan; for he cold not endure to see the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,ruin of his old master's son. He found him sitting at the gate
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"with head hung down and sorrowing, as was his wont, for the loss"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"of his father; so he dismounted and kissing his hand said to him,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"O my lord and son of my lord, haste ere ruin come and lay"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"waste! When Hasan heard this he trembled and asked, What may"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"be the matter?; and the man answered, The Sultan is angered with"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"thee and hath issued a warrant against thee, and evil cometh hard"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,upon my track; so flee with thy life! At these words Hasan's
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"heart flamed with the fire of bale, and his rose-red cheek turned"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"pale, and he said to the Mameluke, O my brother, is there time"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,for me to go in and get me some worldly gear which may stand me
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"in stead during my strangerhood? But the slave replied, O my"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"lord, up at once and save thyself and leave this house, while it"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,is yet time. And he quoted these lines:--
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Escape with thy life, if oppression betide thee, * And let the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     house of its builder's fate!
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Country for country thou'lt find, if thou seek it; * Life for"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"     life never, early or late."
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"It is strange men should dwell in the house of abjection, * When"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     the plain of God's earth is so wide and so great! [FN#395]
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"At these words of the Mameluke, Badr al-Din covered his head with"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the skirt of his garment and went forth on foot till he stood
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"outside of the city, where he heard folk saying, The Sultan hath"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"sent his new Wazir to the house of the old Wazir, now no more, to"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,seal his property and seize his son Badr al-Din Hasan and take
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"him before the presence, that he may put him to death;  and all"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"cried, Alas for his beauty and his loveliness! When he heard"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"this he fled forth at hazard, knowing not whither he was going,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and gave not over hurrying onwards till Destiny drove him to his
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"father's tomb. So he entered the cemetery and, threading his way"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"through the graves, at last he reached the sepulchre where he sat"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,down and let fall from his head the skirt of his long robe
THOUSAND NIGHTS AND A NIGHT ,Fantasy,[FN#396] which was made of brocade with a gold-embroidered hem
THOUSAND NIGHTS AND A NIGHT ,Fantasy,whereon were worked these couplets:--
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"O thou whose forehead, like the radiant East, * Tells of the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     stars of Heaven and bounteous dews:
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Endure thine honour to the latest day, * And Time thy growth of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     glory ne'er refuse!
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"While he was sitting by his father's tomb behold, there came to"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"him a Jew as he were a Shroff, [FN#397] a money-changer, with a"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"pair of saddle-bags containing much gold, who accosted him and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"kissed his hand, saying, Whither bound, O my lord; 'tis late in"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the day and thou art clad but lightly, and I read signs of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"trouble in thy face? I was sleeping within this very hour,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"answered Hasan, when my father appeared to me and chid me for"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,not having visited his tomb; so I awoke trembling and came hither
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"forthright lest the day should go by without my visiting him,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"which would have been grievous to me. O my lord, rejoined the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Jew, [FN#398] thy father had many merchantmen at sea and, as"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"some of them are now due, it is my wish to buy of thee the cargo"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,of the first ship that cometh into port with this thousand dinars
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"of gold. I consent, quoth Hasan, whereupon the Jew took out a"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,bag of gold and counted out a thousand sequins which he gave to
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Hasan, the son of the Wazir, saying, Write me a letter of sale"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and seal it. So Hasan took a pen and paper and wrote these
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"words in duplicate, The writer, Hasan Badr al-Din, son of Wazir"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Nur al-Din, hath to Isaac the Jew all the cargo of the first of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"his father's ships which cometh into port, for a thousand dinars,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and he hath received the price in advance. And after he had
THOUSAND NIGHTS AND A NIGHT ,Fantasy,taken one copy the Jew put it into his pouch and went away; but
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Hasan fell a-weeping as he thought of the dignity and prosperity
THOUSAND NIGHTS AND A NIGHT ,Fantasy,which had erst been his and he began reciting:--
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"This house, my lady, since you left is now a home no more * For"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"     me, not neighbours, since you left, prove kind and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     neighbourly:
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"The friend, whilere I took to heart, alas! no more to me * Is"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     friend; and even Luna's self displayeth lunacy:
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"You left and by your going left the world a waste, a wolf, * And"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     lies a gloomy murk upon the face of hill and lea:
THOUSAND NIGHTS AND A NIGHT ,Fantasy,O may the raven-bird whose cry our hapless parting croaked *
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     Find ne'er a nesty home and eke shed all his plumery!
THOUSAND NIGHTS AND A NIGHT ,Fantasy,At length my patience fails me; and this absence wastes my
THOUSAND NIGHTS AND A NIGHT ,Fantasy,    flesh; * How many a veil by severance rent our eyes are
THOUSAND NIGHTS AND A NIGHT ,Fantasy,    doomed see:
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Ah! shall I ever sight again our fair past nights of your; * And
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     shall a single house become a home for me once more?
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Then he wept with exceeding weeping and night came upon him; so
THOUSAND NIGHTS AND A NIGHT ,Fantasy,he leant his head against his father's grave and sleep overcame
THOUSAND NIGHTS AND A NIGHT ,Fantasy,him: Glory to him who sleepeth not! He ceased not slumbering
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"till the moon rose, when his head slipped from off the tomb and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"he lay on his back, with limbs outstretched, his face shining"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,bright in the moonlight. Now the cemetery was haunted day and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"night by Jinns who were of the True Believers, and presently came"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"out a Jinniyah who, seeing Hasan asleep, marvelled at his beauty"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and loveliness and cried, Glory to God! This youth can be none"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,other than one of the Wuldan of Paradise.[FN#399] Then she flew
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"firmament-wards to circle it, as was her custom, and met an Ifrit"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"on the wing who saluted her and she said to him, Whence comest"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"thou? From Cairo, he replied. Wilt thou come with me and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,look upon the beauty of a youth who sleepeth in yonder burial
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"place? she asked and he answered, I will. So they flew till"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"they lighted at the tomb and she showed him the youth and said,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Now diddest thou ever in thy born days see aught like this?
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"The Ifrit looked upon him and exclaimed, Praise be to Him that"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"hath no equal! But, O my sister, shall I tell thee what I have"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"seen this day? Asked she, What is that? and he answered, I"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,have seen the counterpart of this youth in the land of Egypt.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,She is the daughter of the Wazir Shams al-Din and she is a model
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"of beauty and loveliness, of fairest favour and formous form, and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,dight with symmetry and perfect grace. When she had reached the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"age of nineteen, [FN#400] the Sultan of Egypt heard of her and,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"sending for the Wazir her father, said to him, 'Hear me, O Wazir:"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,it hath reached mine ear that thou hast a daughter and I wish to
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"demand her of thee in marriage. The Wazir replied, O our lord"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the Sultan, deign accept my excuses and take compassion on my"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"sorrows, for thou knowest that my brother, who was partner with"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"me in the Wazirate, disappeared from amongst us many years ago"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and we wot not where he is. Now the cause of his departure was
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"that one night, as we were sitting together and talking of wives"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and children to come, we had words on the matter and he went off"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,in high dudgeon. But I swore that I would marry my daughter to
THOUSAND NIGHTS AND A NIGHT ,Fantasy,none save to the son of my brother on the day her mother gave her
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"birth, which was nigh upon nineteen years ago. I have lately"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"heard that my brother died at Bassorah, where he married the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,daughter of the Wazir and that she bare him a son; and I will not
THOUSAND NIGHTS AND A NIGHT ,Fantasy,marry my daughter but to him in honour of my brother's memory. I
THOUSAND NIGHTS AND A NIGHT ,Fantasy,recorded the date of my marriage and the conception of my wife
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and the birth of my daughter; and from her horoscope I find that
THOUSAND NIGHTS AND A NIGHT ,Fantasy,her name is conjoined with that of her cousin; [FN#401] and there
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"are damsels in foison for our lord the Sultan.' The King,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"hearing his Minister's answer and refusal, waxed wroth with"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"exceeding wrath and cried, 'When the like of me asketh a girl in"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"marriage of the like of thee, he conferreth an honour, and thou"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"rejectest me and puttest me off with cold [FN#402] excuses! Now,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,by the life of my head I will marry her to the meanest of my men
THOUSAND NIGHTS AND A NIGHT ,Fantasy,in spite of the nose of thee! [FN#403] There was in the palace a
THOUSAND NIGHTS AND A NIGHT ,Fantasy,horse-groom which was a Gobbo with a bunch to his breast and a
THOUSAND NIGHTS AND A NIGHT ,Fantasy,hunch to his back; and the Sultan sent for him and married him to
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the daughter of the Wazir, lief or loath, and hath ordered a"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,pompous marriage procession for him and that he go in to his
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"bride this very night. I have now just flown hither from Cairo,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,where I left the Hunchback at the door of the Hammam-bath amidst
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the Sultan's white slaves who were waving lighted flambeaux about
THOUSAND NIGHTS AND A NIGHT ,Fantasy,him. As for the Minister's daughter she sitteth among her nurses
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and tirewomen, weeping and wailing; for they have forbidden her"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"father to come near her. Never have I seen, O my sister, more"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,hideous being than this Hunchback [FN#404] whilest the young lady
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"is the likest of all folk to this young man, albeit even fairer"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"than he,--And Shahrazad perceived the dawn of day and ceased her"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,permitted say.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"              When it was the Twenty-second Night,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"She said, It hath reached me, O auspicious King, that when the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Jinni narrated to the Jinniyah how the King had caused the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,wedding contract to be drawn up between the hunchbacked groom and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the lovely young lady who was heart-broken for sorrow; and how
THOUSAND NIGHTS AND A NIGHT ,Fantasy,she was the fairest of created things and even more beautiful
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"than this youth, the Jinniyah cried at him Thou liest! this"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,youth is handsomer than any one of his day. The Ifrit gave her
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the lie again, adding, By Allah, O my sister, the damsel I speak"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"of is fairer than this; yet none but he deserveth her, for they"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,resemble each other like brother and sister or at least cousins.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"And, well-away! how she is wasted upon that Hunchback! Then"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"said she, O my brother, let us get under him and lift him up and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"carry him to Cairo, that we may compare him with the damsel of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,whom thou speakest and so determine whether of the twain is the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"fairer. To hear is to obey! replied he, thou speakest to the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"point; nor is there a righter recking than this of thine, and I"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,myself will carry him. So he raised him from the ground and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"flew with him like a bird soaring in upper air, the Ifritah"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"keeping close by his side at equal speed, till he alighted with"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,him in the city of Cairo and set him down on a stone bench and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,woke him up. He roused himself and finding that he was no longer
THOUSAND NIGHTS AND A NIGHT ,Fantasy,at his father's tomb in Bassorah-city he looked right and left
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and saw that he was in a strange place; and he would have cried
THOUSAND NIGHTS AND A NIGHT ,Fantasy,out; but the Ifrit gave him a cuff which persuaded him to keep
THOUSAND NIGHTS AND A NIGHT ,Fantasy,silence. Then he brought him rich raiment and clothed him
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"therein and, giving him a lighted flambeau, said, Know that I"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"have brought thee hither, meaning to do thee a good turn for the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,love of Allah: so take this torch and mingle with the people at
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the Hammam-door and walk on with them without stopping till thou
THOUSAND NIGHTS AND A NIGHT ,Fantasy,reach the house of the wedding-festival; then go boldly forward
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and enter the great saloon; and fear none, but take thy stand at"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the right hand of the Hunchback bridegroom; and, as often as any"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"of the nurses and tirewomen and singing-girls come up to thee,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,[FN#405] put thy hand into thy pocket which thou wilt find filled
THOUSAND NIGHTS AND A NIGHT ,Fantasy,with gold. Take it out and throw it to them and spare not; for
THOUSAND NIGHTS AND A NIGHT ,Fantasy,as often as thou thrustest fingers in pouch thou shalt find it
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"full of coin. Give largesse by handsful and fear nothing, but"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"set thy trust upon Him who created thee, for this is not by thine"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"own strength but by that of Allah Almighty, that His decrees may"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,take effect upon his creatures. When Badr al-Din Hasan heard
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"these words from the Ifrit he said to himself, Would Heaven I"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,knew what all this means and what is the cause of such kindness!
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"However, he mingled with the people and, lighting his flambeau,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,moved on with the bridal procession till he came to the bath
THOUSAND NIGHTS AND A NIGHT ,Fantasy,where he found the Hunchback already on horseback. Then he
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"pushed his way in among the crowd, a veritable beauty of a man in"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the finest apparel, wearing tarbush [FN#406] and turband and a"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"long-sleeved robe purfled with gold; and, as often as the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"singing-women stopped for the people to give them largesse, he"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"thrust his hand into his pocket and, finding it full of gold,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,took out a handful and threw it on the tambourine [FN#407] till
THOUSAND NIGHTS AND A NIGHT ,Fantasy,he had filled it with gold pieces for the music-girls and the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,tirewomen. The singers were amazed by his bounty and the people
THOUSAND NIGHTS AND A NIGHT ,Fantasy,marvelled at his beauty and loveliness and the splendour of his
THOUSAND NIGHTS AND A NIGHT ,Fantasy,dress. He ceased not to do thus till he reached the mansion of
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the Wazir (who was his uncle), where the Chamberlains drove back"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the people and forbade them to go forward; but the singing-girls
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and the tirewomen said, By Allah we will not enter unless this"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"young man enter with us, for he hath given us length o' life with"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,his largesse and we will not display the bride unless he be
THOUSAND NIGHTS AND A NIGHT ,Fantasy,present. Therewith they carried him into the bridal hall and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,made him sit down defying the evil glances of the hunchbacked
THOUSAND NIGHTS AND A NIGHT ,Fantasy,bridegroom. The wives of the Emirs and Wazirs and Chamberlains
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and Courtiers all stood in double line, each holding a massy"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,cierge ready lighted; all wore thin face-veils and the two rows
THOUSAND NIGHTS AND A NIGHT ,Fantasy,right and left extended from the bride's throne [FN#408] to the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,head of the hall adjoining the chamber whence she was to come
THOUSAND NIGHTS AND A NIGHT ,Fantasy,forth. When the ladies saw Badr al-Din Hasan and noted his
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"beauty and loveliness and his face that shone like the new moon,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,their hearts inclined to him and the singing-girls said to all
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"that were present, Know that this beauty crossed our hands with"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,naught but red gold; so be not chary to do him womanly service
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and comply with all he says, no matter what he ask. [FN#409] So"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,all the women crowded around Hasan with their torches and gazed
THOUSAND NIGHTS AND A NIGHT ,Fantasy,upon his loveliness and envied him his beauty; and one and all
THOUSAND NIGHTS AND A NIGHT ,Fantasy,would gladly have lain on his bosom an hour or rather a year.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Their hearts were so troubled that they let fall their veils from
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"before their faces and said, Happy she who belongeth to this"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,youth or to whom he belongeth!; and they called down curses on
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the crooked groom and on him who was the cause of his marriage to
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the girl-beauty; and as often as they blessed Badr al-Din Hasan
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"they damned the Hunchback, saying, Verily this youth and none"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"else deserveth our Bride: Ah, well-away for such a lovely one"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,with this hideous Quasimodo; Allah's curse light on his head and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,on the Sultan who commanded the marriage! Then the singing-
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"girls beat their tabrets and lulliloo'd with joy, announcing the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,appearing of the bride; and the Wazir's daughter came in
